Sl. No.,Patent Application No.,Status of Patent (Published / Granted),Inventor/s Name,Title of the Patent,Applicant/s Name,Patent Filed Date (DD/MM/YYYY) ,Patent Published Date / Granted Date (DD/MM/YYYY),Patent Publication Number / Patent Granted Number,Assignee/s Name (Institute Affiliation/s at time of Appication),"Here, attach Source Proof Screenshots/URL/ Website Links, etc.",,Department,Country,MAapping  with SDG,Link of SDG Document,,,,,,,,,,,,,,,,,,
404,202521058576,Published,"Dr. Deepak Popat Hujare, Dr Girish Sharad Barpande, Dr Mahesh V. Kulkarni",A SYSTEM AND METHOD FOR PRECISE SIMULATION OF UNBALANCE AND MISALIGNMENT FAULTS IN ROTATING MACHINERY,Dr. Vishwanath Karad MIT- World Peace University,6/18/2025,7/11/2025,28/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1sbiEg6OLw8_BzvNu2MEFyIcoMbxd9GFQ/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Mechanical Engineering,India,"9,12,4",https://docs.google.com/document/d/1rQ_JgxZ4pdM0b_y-ghqfD-U10Fmy_3_5/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
405,202521058491,Published,"MINAL DESHMUKH, PRITAM JOGAD",EMISSION CONTROL SYSTEM AND METHOD,Dr. Vishwanath Karad MIT- World Peace University,6/18/2025,7/11/2025,28/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1LF5bW3jFUNNpD_aJ1UbV24GIEU_Xaljf/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Petroleum Engineering,India,"12,13,9",https://docs.google.com/document/d/1RkJoDZ9WCHspl4wbh0GNgNO6Cl4Vo6zT/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
406,202521059479,Published,"DR. PRANALI KOSAMKAR, DR. MADHURI BAHLEKAR, DR. BHAVANA TIPLE, DR. PRADNYA S. KULKARNI, MANAS JAIN, VARAD CHARHOLIKAR",A SYSTEM FOR WORKER SAFETY MONITORING,Dr. Vishwanath Karad MIT- World Peace University,6/20/2025,7/11/2025,28/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1O5Med3S6qA59v6gNFDgaNxsE7b6mzPBs/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Computer Engineering & Technology,India,"3,8,9",https://docs.google.com/document/d/1K6D8iQZcSSo8hFXLzK58nzIyytsiaflc/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
407,202521059447,Published,"Samarth D Patwardhan, Vignesh Shenoy, Nilesh Sakpal",A PYROTECHNIC IGNITION DEVICE FOR EXPLOSION TESTING,Dr. Vishwanath Karad MIT- World Peace University,6/20/2025,7/11/2025,28/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/15P5eaDcDFA6Qk78FBpE0uh51abSBQyGL/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Petroleum Engineering,India,"9,12,13",https://docs.google.com/document/d/1urXPXE_PMEcXuFUVUQWycqPVQSoctHTJ/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
408,202521060837,Published,"Dr. KUNDLIK VITTALRAO MALI, Mr. ASHOK BALKRISHNA KORANE",A SUCTION-SIDE REFRIGERATED AIRDRYING WITH PCM STORAGE,Dr. Vishwanath Karad MIT- World Peace University,6/25/2025,7/18/2025,29/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/118f1494JzZmX7lazgrBGY6cFfu6IJctB/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Mechanical Engineering,India,"7,9,12,13",https://docs.google.com/document/d/1qyMsWFHJYbFWDitFu4si-UcX238BqMy_/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
409,202521060779,Published,"Sagar Govind Mushan, Dr. Vaibhav Narendra Deshmukh",A PERFORMANCE EVALUATING APPARATUS FOR HEAT PIPES,Dr. Vishwanath Karad MIT- World Peace University,6/25/2025,7/11/2025,28/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1tB6Aj9-XjoT1nwmaMpQsAFA0S5OI8h0e/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Mechanical Engineering,India,"7,9,12,13",https://docs.google.com/document/d/1ggKmNI8MTM5fr_YC8z2DEMajI6ag1_hd/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
410,202424065764,Published,"BONDAR SHRIHARI MAHADEO, MAHESHWARI KUNJ, MALVIYA AYUSH, PAREKH VYOM",A BRAKE SYSTEM SAFETY DEVICE FOR ELECTRIC VEHICLES,Dr. Vishwanath Karad MIT- World Peace University,8/30/2024,7/11/2025,28/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1n9-Au0Te0ZY-uqB9d5utS1h-UYJ2KOkK/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Mechanical Engineering,India,"3,7,9,11,12",https://docs.google.com/document/d/1Qg9Dx9xJ4p3kymibKRaQKCUxQFa7JOs0/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
411,202424065765,Published,"NATH DEEPA SOUMIK, JAIN RONIT MANISH, LENKA ARPITA MANOJ",AN AUTOMATED SOLDERING STAND ASSISTS USER IN HIGH FIDELITY SOLDERING,Dr. Vishwanath Karad MIT- World Peace University,8/30/2024,7/11/2025,28/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1pk1o1-MIjzNb5ldOC2H5ADZC0C5zpi5j/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Electrical and Electronics Engineering,India,"4,8,9,12",https://docs.google.com/document/d/1hgb-9yuBf-9vMZzDov1oMgXi98mzGybi/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
412,202521063651,Published,"Bharat Kale, Sagar P. Kanekar, Anand D. Kulkarni, Nirav Dobariya",METHOD FOR PRODUCTION OF BIOHYDROGEN BY ANAEROBIC FERMENTATION OF SUGAR CONTAINING SYRUP,Dr. Vishwanath Karad MIT- World Peace University,7/3/2025,7/25/2025,30/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1m6v-iD868lNWl4-oatDQRxe9QTg-VSZG/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Chemical Engineering,India,"7,9,12,13",https://docs.google.com/document/d/1_gmYgtqjcd1sj0ZkGzDdkEORZAvuvrzb/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
413,202521064691,Published,"Jay Kirdat, Rahul Jagtap",INTERNAL SCREW THREAD INSPECTION MACHINE,Dr. Vishwanath Karad MIT- World Peace University,7/7/2025,7/25/2025,30/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1c0C6LwNBVrDKcCWTimhFjC5DxJFo40p-/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Mechanical Engineering,India,"8,9,12",https://docs.google.com/document/d/10h-0l36ZFBjrvEnNI0IkyMJbnXuiPU43/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
414,202521064685,Published,"DR. SANDEEP TUKARAM CHAVAN, AMARJEET YADAV, DNYANSHRI CHAUDHARI, SHRIKANT NIMBALKAR, SNEHAL KOLEKAR",A SYSTEM FOR CONTROLLING TRAFFIC JAMMER,Dr. Vishwanath Karad MIT- World Peace University,7/7/2025,7/25/2025,30/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/12w07ONcvDQSMGVjO1hSuV8EXd_uBf8IX/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Mechanical Engineering,India,"9,11,13,16",https://docs.google.com/document/d/1GD0x1pdaWhZqHi144aX08ipI9z_fHwnX/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
415,202521065058,Published,"SUJA SREEJITH PANICKER, ADITYA BHAGAT, CHAITYA MANOHAR, JAY SURYAWANSHI, MILAN PATEL, LAVANYA SHRIVASTAV",A SYSTEM FOR DETECTING JUTE PESTS,Dr. Vishwanath Karad MIT- World Peace University,7/8/2025,8/1/2025,31/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1jF764EVBl2r_gJ0PKKpJyIW6BnrIWL9v/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Computer Engineering & Technology,India,"2,9,12,13",https://docs.google.com/document/d/1KRSX1M1M-xNkVut9kBz-MM3vMROc23S-/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
416,202521065087,Published,"Dr. Shweta Kukade, Vanshika Sharma, Sanjeet Surve, Mihika Shrotri, Vanita Tank, Dr. Sumitra Motade",EMERGENCY VEHICLE DETECTION AND ALERT SYSTEM FOR VEHICLES AND METHOD THEREFOR,Dr. Vishwanath Karad MIT- World Peace University,7/8/2025,7/25/2025,30/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1ovqcALwZkGCzN3EsyMArmWP76hG6lapx/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Electrical and Electronics Engineering,India,"3,9,11",https://docs.google.com/document/d/1F6TDtJMPA1RbXOLu9zrd_6ZR7_qLKZQL/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
417,202521066957,Published,"MRS. PALLAVI SANTOSH MITKARI, DR. ABHISHEK MADHUKAR THOTE, DR. THIRUGNANAM ARUNACHALAM, DR. VIKRANT JADHAV",A DEVICE FOR PALATAL EXPANSION,Dr. Vishwanath Karad MIT- World Peace University,7/14/2025,8/1/2025,31/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1J8__mv-mVBUttGUG4QzaGJDTV_QAaeiO/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Mechanical Engineering,India,"3,9",https://docs.google.com/document/d/1nQaOhpLE34clbIERcBl6IQ2-6a-dFq-B/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
418,202521072128,Published,"DR MRUNAL ANNADATE, AASTHA SISODIA, DHRUTI DESHPANDE, PRANAY GUPTA",A SYSTEM FOR ASSISTING VISUALLY IMPAIRED PERSON,Dr. Vishwanath Karad MIT- World Peace University,7/29/2025,8/8/2025,32/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/10qsHJQNdXu26NHtoaCZu-MUnj6hlzuwf/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Electrical and Electronics Engineering,India,"3,4,9",https://docs.google.com/document/d/12w47iovU70hapdPLqgxvVneaYtc7Texb/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
419,202521071922,Published,"MR. SAURABH MISHRA, MR. KUNAL SURYAWANSHI, MR. ATHARV TAYWADE, MR. ARINDAM VERMA, MRS. SHAKTI SANJAY KINGER",A VIRTUAL WARDROBE SYSTEM,Dr. Vishwanath Karad MIT- World Peace University,7/29/2025,8/15/2025,33/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1S9ik0LiEnlxCvHU0Om-xslsOJFid7uzS/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Computer Engineering & Technology,India,"9,12",https://docs.google.com/document/d/129AyFLDQR0q8jwbjsnP7j1YZ8GVGUqVx/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
420,202521079185,Published,"Prof. Vaibhav K. Rangari, Prof. Mangesh R. Mahajan, Adesh Wankhade, Shreyas Raskar, Gaurav Pardeshi, Meet Munot",A STICK FOR ELDERLY PEOPLE,Dr. Vishwanath Karad MIT- World Peace University,8/21/2025,9/12/2025,37/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/13gpmY6Y5EZaQ6EtH-Bcj33bs_V3tL66p/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Polytechnic,India,"3,9,11",https://docs.google.com/document/d/1Pr8OozQoZ8j5znb855r3otELlqC_ec_N/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
421,202521082813,Published,"Naresh B. Chaudhari, Sachin N. Patil, Mihir Sahasrabudhe, Sharvil Ingle, Siddharth Marne",A SYSTEM AND METHOD FOR GREENHOUSE MONITORING,Dr. Vishwanath Karad MIT- World Peace University,9/1/2025,9/19/2025,38/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1e1yvOl63hKqbK5JwEZ6dY2kVEn6eY_P2/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Polytechnic,India,"2,9,12,13",https://docs.google.com/document/d/1DyMkxAORscbrm5dkxojcsLNsHHWdzlHA/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
422,202521090494,Published,"Devesh Sudhir Dongare, Harsh Oswal, Joginder Chaudhary, Dr. Deepak Kumar, Dr. Abhishek Madhukar Thote",A CONTINUOUSLY VARIABLE TRANSMISSION SYSTEM,Dr. Vishwanath Karad MIT- World Peace University,9/22/2025,10/3/2025,40/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1ROi_ERkirl-BKf4XwXA-y8dx2ABktvVd/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Mechanical Engineering,India,"9,7,11,12",https://docs.google.com/document/d/1b4k6EpXX6t6oDS7gd2-DmuPlxAakhN6-/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
423,202521090493,Published,"Hemlata Sandip Ohal, Dr. Shamla Mantri, Dr. Krishna Warhade",A MILD COGNITIVE IMPAIRMENT DETECTION SYSTEM,Dr. Vishwanath Karad MIT- World Peace University,9/22/2025,10/3/2025,40/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1_VcySBx4KTwKIMRIYY7CKJp612Se02ax/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Polytechnic,India,"3,4, 9, 10",https://docs.google.com/document/d/1L-Zviyw97WcNiEsLa_tEZUwZn7sZ_ROV/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
424,202521086896,Published,"Dr. Anu Singha, Dr. Hemlata Gangwar, Dr. Anurag Das",SYSTEM AND METHOD FOR INSTANCE SEGMENTATION OF NUCLEUS CELLS FROM MICROSCOPIC IMAGES,Dr. Vishwanath Karad MIT- World Peace University,9/12/2025,10/10/2025,41/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1hiyJ-pjrxJqXpMfwBvJ4UXydFGTAtmqD/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Computer Science and Applications,India,"3,4, 9, 10",https://docs.google.com/document/d/1DSfTkk54rBe28cbAJg3hpr3Uqcr2GOk-/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
425,202521110261,Published,"Shriyash Sunil Shinde, Shivpraksh Bhagwatrao
 Barve",A MULTI-CAVITY CASTING MOULD FOR SIMULTANEOUS PREPARATION OF MECHANICAL AND TRIBOLOGICAL TEST SPECIMENS,Dr. Vishwanath Karad MIT- World Peace University,12/11/2025,19-12-2025,51/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1K5EkXtBqx49DBdEufS7bx7VNGEJI341s/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Mechanical Engineering,India,,,,,,,,,,,,,,,,,,,,
426,202521110947,Published,"Jay Dipak More, Harshit Sanjay Soni, Atharva Shriram Patil, Sachin Prakash Sonwane, Aditya Arvind Bandgar, Seema Jitendra Patil, Dr. Mangesh Vilas Bedekar, Rashmi Apte",SYSTEM AND METHOD FOR VIRTUAL REALITY CHEMISTRY LABORATORY FOR SECONDARY EDUCATION,Dr. Vishwanath Karad MIT- World Peace University,13-11-2025,19-12-2025,51/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/13WuLKO8Ar8_mXiic-SAcB5uynRJ1MuZv/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Computer Engineering & Technology,India,,,,,,,,,,,,,,,,,,,,
427,202521113558,Published,"APURVA NAIK, VIBHA PATEL, DHARVENDRA YADAV, ISHA TALATHI, MAYANK SINGHANIA",A DUAL BAND CIRCULARLY POARIZED ANTENNA ARRAY,Dr. Vishwanath Karad MIT- World Peace University,18-11-2025,19-12-2025,51/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/162umRXRj97yCMZx3y39V-58MRLqgYXoQ/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Electrical and Electronics Engineering,India,,,,,,,,,,,,,,,,,,,,
428,202521049071,Published,"Dr. Shilpa Chapadgaonkar, Ms. Pranali P Patole",A METHOD FOR EXTRACTING CAROTENOID PIGMENT,Dr. Vishwanath Karad MIT- World Peace University,5/21/2025,6/20/2025,25/2025,"Dr.Vishwanath Karad MIT WORLD PEACE UNIVERSITY, PUNE",https://drive.google.com/file/d/18JJac4-J-Ir-KcbQL8BBjlHpcoKBYZhR/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Biosciences,India,"2,3,9,12",https://docs.google.com/document/d/1N0FjQRrHaCZyBiMd7Iw8QakpBlROgoN2/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
429,202521075048,Published,"NITHYA N KUTTY, SUDHA C DHUMANE, Vandana Moss, AMRITA SINHARAY, ANUP A KALE",METHOD FOR PREPARING A COMPOSTABLE ANTIMICROBIAL PACKAGING FILM,Dr. Vishwanath Karad MIT- World Peace University,8/7/2025,9/5/2025,36/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/12Cg75M3J73y4JeT-PEsGtCRP0mg8EVAr/view?usp=drive_link,https://ipindiaservices.gov.in/publicsearch,Biosciences,India,"3,9,12,13",https://docs.google.com/document/d/1skUZjz7elIRkR4ZmxJ21OnSGmlfwWMBk/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
430,202521079011,Published,"DR. REHAN DESHMUKH, BHAVANA CHOUDHARY, YASHASWI BALORIA, VANSHIKA VERMA",A METHOD FOR MONITORING GLUCOSE IN SWEAT,Dr. Vishwanath Karad MIT- World Peace University,8/20/2025,9/5/2025,36/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1BBRJNK7S026tpzU4MgOr8fJybwpwT87M/view?usp=drive_link,https://ipindiaservices.gov.in/publicsearch,Biosciences,India,"3,9,12",https://docs.google.com/document/d/1DraVM-o3G7jAWQozMNH_0MdFDOyi-fEu/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
431,202521077697,Published,"Dr. Aarti Shastri, Prof. Prakash Joshi",A BIO-TOILET WITH GRAVITY FLAP,Dr. Vishwanath Karad MIT- World Peace University,8/14/2025,9/12/2025,37/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1Zq4xxBNaQ2EK9r4z3Ii8A00mhio0e36v/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Pharmacy,India,"6,7,12,13",https://docs.google.com/document/d/1Bqwz-DJ1g4cPn3KHmst-JW6bAbEE1_at/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
432,202521070423,Published,"AKSHAY MOTILAL BAHETI, ANIL TUKARAM PAWAR, AMOL AMBADAS TAGALPALLEWAR, VAISHNAVI KULKARNI, PRATHAMESH MARANE",A PHARMACEUTICAL COMPOSITION FOR ANALGESIC AND ANTIPYRETIC APPLICATIONS,Dr. Vishwanath Karad MIT- World Peace University,7/24/2025,8/15/2025,33/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/17_22h5X-BKXVsXbqGZfX22h8427j6HS7/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Pharmacy,India,"3,9,12",https://docs.google.com/document/d/1RCYg21gx71ZW_kNS1vhrf-T2MByjNKqw/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
433,202521071566,Published,"ADVAIT KULKARNI, PRATHAMESH MARNE, SHREYA HEMADE, MANISH PANWAR, SHRIYA DEODHAR, AKSHAY M. BAHETI, AMOL A. TAGALPALLEWAR, ANIL T. PAWAR",A METHOD FOR PREPARING AN HERBAL TEA FORMULATION,Dr. Vishwanath Karad MIT- World Peace University,7/28/2025,8/15/2025,33/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1FMfLEkTmZ4xPubSV7joE4Nh6zFt1rgrV/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Pharmacy,India,"3,9,12",https://docs.google.com/document/d/1IlOQvdcTAna8hrf7mBvel2ML1Y1Z0AEl/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
434,202521071563,Published,"AKSHAY MOTILAL BAHETI, ANIL TUKARAM PAWAR, AMOL AMBADAS TAGALPALLEWAR, VARUN PANDE, MRUNAL SABLE",METHOD FOR FORMULATION OF AN ENTERIC COATED HERBAL TABLET,Dr. Vishwanath Karad MIT- World Peace University,7/28/2025,8/8/2025,32/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1Mg-a1GtQOP0QLhDrTPHR3FnSGxS_Acap/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Pharmacy,India,"3,9,12",https://docs.google.com/document/d/1jPsZ_gciZ9tw0Y_lKITl0jkBmZFFxp7s/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
435,202521097069,Published,"DR. VIJAYAPANDI PANDY, MS. DNYANESHWARI DHANAJAY VIBHUTE, MS. PALLAVI DORIK, MS. ANUSHRI JADHAV",AN ELEVATED MAZE APPARATUS FOR RATS,Dr. Vishwanath Karad MIT- World Peace University,10/8/2025,10/24/2025,43/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1qNEzEiOhdGZvD48TGUd_sRgZzQMwZ89R/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Pharmacy,India,"3,4,9",https://docs.google.com/document/d/13SkaLFaA9g06l3zKnhmud3meNIGHTx0K/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
436,202521097070,Published,"DR. VIJAYAPANDI PANDY, MS. DNYANESHWARI DHANAJAY VIBHUTE, MS. PALLAVI DORIK, MS. ANUSHRI JADHAV",AN ELEVATED MAZE APPARATUS FOR MICE,Dr. Vishwanath Karad MIT- World Peace University,10/8/2025,10/24/2025,43/2025,Dr. Vishwanath Karad MIT World Peace University,https://drive.google.com/file/d/1xZ1Z4q9hys4nDdZLICYnizPDwjcAtsUe/view?usp=sharing,https://ipindiaservices.gov.in/publicsearch,Pharmacy,India,"3,4,9",https://docs.google.com/document/d/1pL6nA3GVMEiBHb44eXdUek4I0cC7oYbV/edit?usp=drive_link&ouid=107012002616528930821&rtpof=true&sd=true,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
